,joined,kind,link,location,market,name,pitch,raised,size,stage,website,query,type_,tech,min_size,lifetime,raised_month,k_raised,m_raised,b_raised,latitude,longitude,address
0,2010-07-01,startup,https://angel.co/vufind-1,berkeley,enterprise resource planning,vufind (dba deepvu),deep learning as a service for maximizing margins for brands,680000.0,11-50,seed,deepvu.co,artificial intelligence,startup,python,11,105,6476.190476190476,680.0,0.68,0.00068,,-122.2728639,
1,2010-12-01,startup,https://angel.co/nmodes,toronto,customer service,nmodes,nmodes creates artificial intelligence solutions for the business sales process.,100000.0,1-10,seed,nmodes.com,artificial intelligence,startup,python,1,100,1000.0,100.0,0.1,0.0001,43.653963,-79.387207,
2,2012-01-01,startup,https://angel.co/tagasauris,santa monica,data mining,tagasauris,video search and discovery platform,1000000.0,1-10,seed,tagasauris.com,artificial intelligence,startup,python,1,86,11627.906976744185,1000.0,1.0,0.001,34.0250724,-118.4965129,
3,2012-04-01,startup,https://angel.co/zoemob,san francisco,location based services,zoemob,global family assistant,800000.0,1-10,seed,zoemob.com,artificial intelligence,startup,python,1,83,9638.55421686747,800.0,0.8,0.0008,37.7792808,-122.4192363,
4,2012-11-01,startup,https://angel.co/encorealert,san francisco,machine learning,encore,the first automated data scientist for marketers and pr,987000.0,1-10,seed,encorehq.com,artificial intelligence,startup,python,1,76,12986.842105263158,987.0,0.987,0.000987,37.7792808,-122.4192363,
5,2013-04-01,startup,https://angel.co/healthy-stove,silicon valley,internet of things,healthy stove,smart technology for eating smarter,88000.0,1-10,seed,healthystove.com,artificial intelligence,startup,python,1,71,1239.4366197183099,88.0,0.088,8.8e-05,37.4429964,-122.1545229,
6,2013-11-01,startup,https://angel.co/quinto,pune,location based services,quinto,food discovery & recommendation,,1-10,seed,quintoapp.com,artificial intelligence,startup,python,1,64,,,,,18.5203062,73.8543185,
7,2013-10-01,startup,https://angel.co/apartmentocean,new york city,messaging,apartment ocean,ai platform for customer service in real estate,370000.0,11-50,seed,apartmentocean.com,artificial intelligence,startup,python,11,65,5692.307692307692,370.0,0.37,0.00037,40.7308619,-73.9871558,
8,2014-01-01,startup,https://angel.co/redcarpetup-com-1,,consumer lending,redcarpet.cash,data driven lending for purchase finance and installments. ml based credit scoring,120000.0,51-200,seed,redcarpetup.com,artificial intelligence,startup,python,51,62,1935.483870967742,120.0,0.12,0.00012,,,
9,2014-02-01,startup,https://angel.co/voyadi,los angeles,virtual reality,voyadi,travel with passion and purpose,,11-50,seed,voyadi.com,artificial intelligence,startup,python,11,61,,,,,34.0536834,-118.2427669,
10,2014-07-01,startup,https://angel.co/nugit,singapore,big data analytics,nugit,from data to decisions,5200000.0,11-50,seed,nugit.co,artificial intelligence,startup,python,11,56,92857.14285714286,5200.0,5.2,0.0052,1.2904753,103.8520359,
11,2015-01-01,startup,https://angel.co/careskore-1,san francisco,predictive analytics,careskore,personalized population health management,4300000.0,11-50,seed,careskore.com,artificial intelligence,startup,python,11,50,86000.0,4300.0,4.3,0.0043,37.7792808,-122.4192363,
12,2016-11-01,startup,https://angel.co/monkeylearn,san francisco,developer apis,monkeylearn,text analysis with machine learning,1260000.0,11-50,seed,monkeylearn.com,artificial intelligence,startup,python,11,28,45000.0,1260.0,1.26,0.00126,37.7792808,-122.4192363,
13,2015-06-01,startup,https://angel.co/nextdeavor,santa monica,temporary staffing,nextdeavor,"transforming, automating, and optimizing the talent industry with analytics",100000.0,1-10,seed,nextdeavor.com,artificial intelligence,startup,python,1,45,2222.222222222222,100.0,0.1,0.0001,34.0250724,-118.4965129,
14,2015-08-01,startup,https://angel.co/legal-robot,san francisco,legal,legal robot,use ai to understand contracts,105000.0,1-10,seed,legalrobot.com,artificial intelligence,startup,python,1,43,2441.860465116279,105.0,0.105,0.000105,,-122.4192363,
15,2015-09-01,startup,https://angel.co/omindme,caen,neuroscience,open mind innovation sas,meet the latest neurosciences innovations to relief stress and enhance your cognition,850000.0,11-50,seed,omind.me,artificial intelligence,startup,python,11,42,20238.095238095237,850.0,0.85,0.00085,49.1828008,-0.3690815,
16,2015-09-01,startup,https://angel.co/hotify,santa clara,predictive analytics,hotify ai,"cognitive intelligence platform, accelerating enablement of enterprise ai solutions",150000.0,11-50,seed,hotify.ai,artificial intelligence,startup,python,11,42,3571.4285714285716,150.0,0.15,0.00015,37.3541132,-121.9551744,
17,2016-04-01,startup,https://angel.co/doctrine-,paris,big data analytics,doctrine,"legal analytics, research, and marketplace",2300000.0,11-50,seed,doctrine.com,artificial intelligence,startup,python,11,35,65714.28571428571,2300.0,2.3,0.0023,48.8566101,2.3514992,
18,2016-05-01,startup,https://angel.co/firedrop-ai,london,digital,firedrop,"instant creative assets, designed by a.i.",340000.0,1-10,seed,firedrop.ai,artificial intelligence,startup,python,1,34,10000.0,340.0,0.34,0.00034,51.5073219,-0.1276474,
19,2016-11-01,startup,https://angel.co/frame-ai,new york city,customer support tools,frame.ai,an embedded support system for slack channels,3300000.0,1-10,seed,frame.ai,artificial intelligence,startup,python,1,28,117857.14285714286,3300.0,3.3,0.0033,40.7308619,-73.9871558,
20,2014-03-01,startup,https://angel.co/lendyour,wellington,business intelligence,lendyour,smart tools for the innovators.,38700.0,1-10,seed,lendyour.com,artificial intelligence,startup,python,1,60,645.0,38.7,0.0387,3.87e-05,-41.2887467,174.7772092,
21,2014-12-01,startup,https://angel.co/stallios,canada,the world,stallios,"mayca, the worlds first virtual human for gaming, enterprise, & healthcare",1500000.0,1-10,seed,stallios.com,artificial intelligence,startup,python,1,51,29411.764705882353,1500.0,1.5,0.0015,61.0666922,-107.9917071,
22,2015-01-01,startup,https://angel.co/ami-4,gurgaon,content discovery,awaremonk,quora for discussions,,1-10,seed,awaremonk.com,artificial intelligence,startup,python,1,50,,,,,28.4646148,77.0299194,
23,2015-07-01,startup,https://angel.co/nubama,lisbon,architecture,nubama,we are the one stop shop for interior architecture & renovation,360000.0,51-200,seed,mism-design.com,artificial intelligence,startup,python,51,44,8181.818181818182,360.0,0.36,0.00036,38.7077507,-9.1365919,
24,2011-11-01,startup,https://angel.co/cangrade,cambridge,human resources,cangrade,put talent analytics to work,50000.0,11-50,seed,cangrade.com,machine learning,startup,python,11,88,568.1818181818181,50.0,0.05,5e-05,52.2034823,0.1235817,
25,2012-07-01,startup,https://angel.co/fashion-metric,san francisco,virtual reality,bold metrics,reduce returns. improve sustainability.,4263106.0,11-50,seed,boldmetrics.com,machine learning,startup,python,11,80,53288.825,4263.106,4.263106,0.004263106,37.7792808,-122.4192363,
26,2012-11-01,startup,https://angel.co/interesante,menlo park,content discovery,interesante,discover the most interesting things in the world.,425000.0,1-10,seed,interesante.com,machine learning,startup,python,1,76,5592.105263157895,425.0,0.425,0.000425,37.4538274,-122.1821871,
27,2012-12-01,startup,https://angel.co/enertiv,new york city,big data analytics,enertiv,"we make buildings easier to operate, healthier to occupy, and more profitable to own",4290000.0,11-50,seed,enertiv.com,machine learning,startup,python,11,75,57200.0,4290.0,4.29,0.00429,40.7308619,-73.9871558,
28,2013-03-01,startup,https://angel.co/synapsify,washington dc,,synapsify,we accelerate insight from unstructured text,1450000.0,1-10,seed,gosynapsify.com,machine learning,startup,python,1,72,20138.88888888889,1450.0,1.45,0.00145,38.8950092,-77.0365625,
29,2013-03-01,startup,https://angel.co/operating-analytics,cambridge,hospitals,operating analytics,forecasting saas to help hospitals do more surgeries,50000.0,1-10,seed,operatinganalytics.com,machine learning,startup,python,1,72,694.4444444444445,50.0,0.05,5e-05,52.2034823,0.1235817,
30,2014-06-01,startup,https://angel.co/statricks,menlo park,developer apis,statricks,ad classification & used goods price suggestion api with price guides,125000.0,11-50,seed,statricks.com,machine learning,startup,python,11,57,2192.9824561403507,125.0,0.125,0.000125,37.4538274,-122.1821871,
31,2013-05-01,startup,https://angel.co/transmetrics,bulgaria,predictive analytics,transmetrics,predictive optimization for logistics,1865000.0,11-50,seed,transmetrics.eu,machine learning,startup,python,11,70,26642.85714285714,1865.0,1.865,0.001865,42.6073975,25.4856617,
32,2013-11-01,startup,https://angel.co/zighra,ottawa,mobile payments,zighra,decentralized behavioral biometrics for a sensor based world,1600000.0,11-50,seed,zighra.com,machine learning,startup,python,11,64,25000.0,1600.0,1.6,0.0016,45.421106,-75.690308,
33,2013-12-01,startup,https://angel.co/intronet,philadelphia,private social networking,intronet,"find the connections, information, and expertise you need from people you know and trust.",1500000.0,1-10,seed,intro.net,machine learning,startup,python,1,63,23809.52380952381,1500.0,1.5,0.0015,39.9524152,-75.1635755,
34,2014-02-01,startup,https://angel.co/tyche,washington dc,insurance,tyche,insurance underwriting powered by ai + open data,44000.0,1-10,seed,tycherisk.co,machine learning,startup,python,1,61,721.311475409836,44.0,0.044,4.4e-05,38.8950092,-77.0365625,
35,2014-03-01,startup,https://angel.co/schoolinks,austin,k 12 education,schoolinks,transforming k12 school districts into talent pipelines,2300000.0,11-50,seed,schoolinks.com,machine learning,startup,python,11,60,38333.333333333336,2300.0,2.3,0.0023,30.2711286,-97.7436995,
36,2015-03-01,startup,https://angel.co/gorgias,san francisco,productivity software,gorgias,a customer support helpdesk specially designed for shopify stores,3300000.0,11-50,seed,gorgias.io,machine learning,startup,python,11,48,68750.0,3300.0,3.3,0.0033,37.7792808,-122.4192363,
37,2015-07-01,startup,https://angel.co/visiblee,mountain view,b2b,visiblee,visiblee helps b2b websites to become 300% more effective.,800000.0,11-50,seed,visiblee.biz,machine learning,startup,python,11,44,18181.81818181818,800.0,0.8,0.0008,37.3893889,-122.0832101,
38,2015-07-01,startup,https://angel.co/predata,new york city,politics,predata,predictive analytics for geopolitical risk,3250000.0,11-50,seed,predata.com,machine learning,startup,python,11,44,73863.63636363637,3250.0,3.25,0.00325,40.7308619,-73.9871558,
39,2013-05-01,startup,https://angel.co/cloudmarked,boston,semantic search,linkffiti.com,collaborative search/organization of corporate web content,200000.0,1-10,seed,linkffiti.com,machine learning,startup,python,1,70,2857.1428571428573,200.0,0.2,0.0002,42.3602534,-71.0582912,
40,2016-09-01,startup,https://angel.co/dmetrics,new york city,machine learning,dmetrics,ai for everyone,7930000.0,11-50,seed,dmetrics.com,machine learning,startup,python,11,30,264333.3333333333,7930.0,7.93,0.00793,40.7308619,-73.9871558,
41,2014-02-01,startup,https://angel.co/zakipoint-health,cambridge,big data analytics,zakipoint health,improve value from healthcare program spend for self funded employers,610000.0,1-10,seed,zakipointhealth.com,machine learning,startup,python,1,61,10000.0,610.0,0.61,0.00061,52.2034823,0.1235817,
42,2014-10-01,startup,https://angel.co/ikarus-ai,gurgaon,saas,ikarus,ai platform for business process automation,250000.0,11-50,seed,ikarus.ai,machine learning,startup,python,11,53,4716.981132075472,250.0,0.25,0.00025,28.4646148,77.0299194,
43,2012-05-01,startup,https://angel.co/aentropico,rio de janeiro,small and medium businesses,aentropico,data science for retail decision makers,65000.0,1-10,seed,aentropi.co,data science,startup,python,1,82,792.6829268292682,65.0,0.065,6.5e-05,-22.9110137,-43.2093727,
44,2013-07-01,startup,https://angel.co/yhat,new york city,predictive analytics,yhat,next generation systems for data science driven organizations,2620000.0,1-10,seed,yhat.com,data science,startup,python,1,68,38529.41176470588,2620.0,2.62,0.00262,40.7308619,-73.9871558,
45,2013-11-01,startup,https://angel.co/solvebio,new york city,bioinformatics,solvebio,genomic intelligence platform,3900000.0,11-50,seed,solvebio.com,data science,startup,python,11,64,60937.5,3900.0,3.9,0.0039,40.7308619,-73.9871558,
46,2014-05-01,startup,https://angel.co/jurispect,san francisco,legal,jurispect,the future of regulatory intelligence,2000000.0,11-50,seed,jurispect.com,data science,startup,python,11,58,34482.75862068965,2000.0,2.0,0.002,37.7792808,-122.4192363,
47,2014-04-01,startup,https://angel.co/gpredictive,hamburg,predictive analytics,gpredictive,ai superpowers for your customer journey,3030000.0,11-50,seed,gpredictive.com,data science,startup,python,11,59,51355.93220338983,3030.0,3.03,0.00303,53.550341,10.000654,
48,2014-06-01,startup,https://angel.co/wonderflow,trento,data mining,wonderflow,data science for the business,515000.0,11-50,seed,wonderflow.co,data science,startup,python,11,57,9035.087719298246,515.0,0.515,0.000515,46.0664228,11.1257601,
49,2014-06-01,startup,https://angel.co/apropose,mountain view,web design,apropose,data for designers,1875000.0,1-10,seed,apropose.com,data science,startup,python,1,57,32894.73684210526,1875.0,1.875,0.001875,37.3893889,-122.0832101,
50,2016-03-01,startup,https://angel.co/evenrank,bengaluru,b2b,evenrank,the worlds first people sciences startup,,1-10,seed,evenrank.com,data science,startup,python,1,36,,,,,12.9791198,77.5912997,
51,2010-11-01,startup,https://angel.co/crowdbooster,san francisco,public relations,crowdbooster,social media optimization,,1-10,seed,crowdbooster.com,big data,startup,python,1,101,,,,,37.7792808,-122.4192363,
52,2011-01-01,startup,https://angel.co/buzzient,mountain view,social crm,buzzient,social business transformation with social crm,1500000.0,1-10,seed,buzzient.com,big data,startup,python,1,99,15151.515151515152,1500.0,1.5,0.0015,37.3893889,-122.0832101,
53,2011-08-01,startup,https://angel.co/dna-guide,san francisco,bioinformatics,dna guide,mapping the genome,25000.0,1-10,seed,dnaguide.com,big data,startup,python,1,92,271.7391304347826,25.0,0.025,2.5e-05,37.7792808,-122.4192363,
54,2011-09-01,startup,https://angel.co/spinnakr,washington dc,b2b,spinnakr,democratizing big data analytics,1000000.0,1-10,seed,spinnakr.com,big data,startup,python,1,91,10989.010989010989,1000.0,1.0,0.001,38.8950092,-77.0365625,
55,2012-01-01,startup,https://angel.co/efficiency-exchange,washington dc,supply chain management,efficiency exchange,unlocking global manufacturing data,750000.0,1-10,seed,efficiencyexchange.com,big data,startup,python,1,86,8720.93023255814,750.0,0.75,0.00075,38.8950092,-77.0365625,
56,2011-10-01,startup,https://angel.co/mixrank,san francisco,sales automation,mixrank,competitive sales intelligence,1500000.0,11-50,seed,mixrank.com,big data,startup,python,11,90,16666.666666666668,1500.0,1.5,0.0015,37.7792808,-122.4192363,
57,2011-11-01,startup,https://angel.co/sickweather,baltimore,mobile health,sickweather,waze for sickness.,870000.0,1-10,seed,sickweather.com,big data,startup,python,1,88,9886.363636363636,870.0,0.87,0.00087,39.2908816,-76.610759,
58,2012-06-01,startup,https://angel.co/wirelawyer,new york city,lead generation,wirelawyer,transactional service network meets the largest virtual law firm in the world.,25000.0,1-10,seed,wirelawyer.com,big data,startup,python,1,81,308.641975308642,25.0,0.025,2.5e-05,40.7308619,-73.9871558,
59,2013-01-01,startup,https://angel.co/sealed,new york city,energy efficiency,sealed,home upgrades financed with energy savings,3332500.0,11-50,seed,sealed.com,big data,startup,python,11,74,45033.78378378379,3332.5,3.3325,0.0033325,40.7308619,-73.9871558,
60,2013-02-01,startup,https://angel.co/statflo,san jose,big data,statflo,reinventing wireless customer service,2400000.0,11-50,seed,statflo.com,big data,startup,python,11,73,32876.71232876712,2400.0,2.4,0.0024,37.3361905,-121.8905833,
61,2013-04-01,startup,https://angel.co/leap-4,san francisco,mobile commerce,leap,social recommendation and discovery platform leverages power of word of mouth,1000000.0,1-10,seed,leapcommerce.com,big data,startup,python,1,71,14084.507042253521,1000.0,1.0,0.001,37.7792808,-122.4192363,
62,2014-04-01,startup,https://angel.co/reactful,san francisco,predictive analytics,reactful,ifttt for real time conversion,970000.0,1-10,seed,Reactful.com,big data,startup,python,1,59,16440.677966101695,970.0,0.97,0.00097,37.7792808,-122.4192363,
63,2013-06-01,startup,https://angel.co/thinknum,new york city,big data,thinknum,financial data analysis,1000000.0,11-50,seed,thinknum.com,big data,startup,python,11,69,14492.753623188406,1000.0,1.0,0.001,40.7308619,-73.9871558,
64,2013-08-01,startup,https://angel.co/saberr,belgrade,human resources,saberr,people analytics,1200000.0,1-10,seed,saberr.com,big data,startup,python,1,67,17910.44776119403,1200.0,1.2,0.0012,44.8178131,20.4568974,
65,2013-11-01,startup,https://angel.co/rocket-la,mexico city,personal finance,rocket.la,connecting the right millennial with the best credit that they can afford,250000.0,11-50,seed,rocket.la,big data,startup,python,11,64,3906.25,250.0,0.25,0.00025,19.4326009,-99.1333416,
66,2014-11-01,startup,https://angel.co/barricade,austin,technology,barricade,early warning system against hackers,1200000.0,11-50,seed,barricade.io,big data,startup,python,11,52,23076.923076923078,1200.0,1.2,0.0012,30.2711286,-97.7436995,
67,2016-03-01,startup,https://angel.co/zenysis,san francisco,international development,zenysis,data analytics for developing countries,2000000.0,11-50,seed,zenysis.com,big data,startup,python,11,36,55555.555555555555,2000.0,2.0,0.002,37.7792808,-122.4192363,
68,2011-07-01,startup,https://angel.co/spendgo,san francisco,point of sale,spendgo,the best way to capture sku + id and close the redemption loop,2500000.0,11-50,seed,spendgo.com,big data,startup,python,11,93,26881.720430107525,2500.0,2.5,0.0025,37.7792808,-122.4192363,
69,2012-08-01,startup,https://angel.co/vinny,new york city,cars,vinny,negotiate with power,500000.0,1-10,seed,myvinny.com,big data,startup,python,1,79,6329.113924050633,500.0,0.5,0.0005,40.7308619,-73.9871558,
70,2013-02-01,startup,https://angel.co/cloud-your-car,san francisco,internet of things,cyc aka cloud your car,enabling new markets around the idea of the connected car,550000.0,11-50,seed,cloudyourcar.com,big data,startup,python,11,73,7534.246575342466,550.0,0.55,0.00055,37.7792808,-122.4192363,
71,2012-11-01,startup,https://angel.co/agile-customer-insight,london,retail technology,agile customer insight,big data for small retailers,640000.0,-,seed,agile.ci,big data,startup,python,,76,8421.052631578947,640.0,0.64,0.00064,51.5073219,-0.1276474,
72,2012-11-01,startup,https://angel.co/tribe-dynamics,san francisco,brand,tribe dynamics,advanced marketing technology for lifestyle brands,,51-200,seed,tribedynamics.com,big data,startup,python,51,76,,,,,37.7792808,-122.4192363,
73,2013-03-01,startup,https://angel.co/insample,san francisco,saas,insample,intelligence for health outcomes,50000.0,1-10,seed,insample.com,big data,startup,python,1,72,694.4444444444445,50.0,0.05,5e-05,37.7792808,-122.4192363,
74,2013-04-01,startup,https://angel.co/escapaide-travel,austin,hotels,escapaide travel,data analytics platform for hotels,85000.0,-,seed,escapaide.com,big data,startup,python,,71,1197.1830985915492,85.0,0.085,8.5e-05,30.2711286,-97.7436995,
75,2013-06-01,startup,https://angel.co/energydeck,london,energy efficiency,energydeck,run buildings better,685000.0,11-50,seed,energydeck.com,big data,startup,python,11,69,9927.536231884058,685.0,0.685,0.000685,51.5073219,-0.1276474,
76,2013-06-01,startup,https://angel.co/lumate-5,st. louis,mobile advertising,lumate,high frequency trading for mobile advertising,550000.0,11-50,seed,lumate.com,big data,startup,python,11,69,7971.014492753623,550.0,0.55,0.00055,38.6268039,-90.1994097,
77,2013-08-01,startup,https://angel.co/info-assembly,fayetteville,,info assembly,designing data for business research,170000.0,1-10,seed,infoassembly.com,big data,startup,python,1,67,2537.313432835821,170.0,0.17,0.00017,36.0625843,-94.1574328,
78,2014-04-01,startup,https://angel.co/omni-retail-group,seattle,semantic search,omni retail group,think of us as endeca 2.0 (oracle bought endeca for $1b),1750000.0,1-10,seed,omniretailgroup.com,big data,startup,python,1,59,29661.01694915254,1750.0,1.75,0.00175,47.6038321,,
79,2014-06-01,startup,https://angel.co/coinigy,milwaukee,blockchains,coinigy,blockchain market intelligence,100000.0,1-10,seed,coinigy.com,big data,startup,python,1,57,1754.3859649122808,100.0,0.1,0.0001,43.0349931,-87.922497,
80,2015-01-01,startup,https://angel.co/chaser,london,small and medium businesses,chaser,"big data, ai and automation to transform how businesses get invoices paid",800000.0,1-10,seed,chaserhq.com,big data,startup,python,1,50,16000.0,800.0,0.8,0.0008,51.5073219,-0.1276474,
81,2014-03-01,startup,https://angel.co/digitalmr,london,fast moving consumer goods,digitalmr,next generation market research,1020000.0,11-50,seed,digital-mr.com,big data,startup,python,11,60,17000.0,1020.0,1.02,0.00102,51.5073219,-0.1276474,
82,2012-12-01,startup,https://angel.co/ttwick,new york city,predictive analytics,ttwick,big data analytics with ttwick search (google for social) as the main application,455000.0,1-10,seed,ttwick.com,big data,startup,python,1,75,6066.666666666667,455.0,0.455,0.000455,40.7308619,-73.9871558,
83,2016-08-01,startup,https://angel.co/profiscope,san francisco,social recruiting,profiscope,sourcing proven talents,,1-10,seed,profiscope.net,big data,startup,python,1,31,,,,,37.7792808,-122.4192363,
84,2014-11-01,startup,https://angel.co/routier,tel aviv yafo,advertising platforms,routier,enageg via wi fi,20000.0,1-10,seed,routier.io,big data,startup,python,1,52,384.61538461538464,20.0,0.02,2e-05,32.0804808,34.7805274,
85,2015-09-01,startup,https://angel.co/spacequant,san francisco,big data analytics,spacequant,big data and tech to evaluate risk and value of real estate investments,,,seed,spacequant.com,big data,startup,python,0,42,,,,,37.7792808,-122.4192363,
86,2014-12-01,startup,https://angel.co/travo,los angeles,algorithms,travo,easiest way to plan and book business travel,2400000.0,1-10,seed,travo.com,big data,startup,python,1,51,47058.82352941176,2400.0,2.4,0.0024,34.0536834,-118.2427669,
87,2015-04-01,startup,https://angel.co/infinario,bratislava,online gaming,infinario,player analytics for game designers,500000.0,11-50,seed,infinario.com,big data,startup,python,11,47,10638.297872340425,500.0,0.5,0.0005,48.1359085,17.1597440625,
88,2013-05-01,startup,https://angel.co/robby_ai,paris,semantic search,robby,robby: a better calendar powered by an a.i. assistant,46000.0,1-10,seed,robby.ai,deep learning,startup,python,1,70,657.1428571428571,46.0,0.046,4.6e-05,48.8566101,2.3514992,
89,2013-10-01,startup,https://angel.co/satta-project,santiago,local advertising,satta project,"discover, listen and experience new music",120000.0,1-10,seed,sattaproject.com,deep learning,startup,python,1,65,1846.1538461538462,120.0,0.12,0.00012,-33.4377968,-70.6504451,
90,2013-03-01,startup,https://angel.co/wordseye,new york city,educational games,wordseye,create 3d scenes with language,800000.0,1-10,seed,wordseye.com,natural language processing,startup,python,1,72,11111.111111111111,800.0,0.8,0.0008,40.7308619,-73.9871558,
91,2014-10-01,startup,https://angel.co/health-heritage,evanston,bioinformatics,health heritage,ancestry.com for personalized healthcare,1000000.0,1-10,seed,HealthHeritage.org,natural language processing,startup,python,1,53,18867.924528301886,1000.0,1.0,0.001,42.0447388,-87.6930459,
92,2015-09-01,startup,https://angel.co/kjuicer-com-srl,milan,productivity software,kjuicer.com srl,readers get superpowers,95200.0,1-10,seed,kjuicer.com,transfer learning,startup,python,1,42,2266.6666666666665,95.2,0.0952,9.52e-05,45.4667971,9.1904984,
93,2014-04-01,startup,https://angel.co/handprint,miami,mobile advertising,handprint,international visitor analytics & marketing platform,175000.0,1-10,seed,handprint.me,data mining,startup,python,1,59,2966.101694915254,175.0,0.175,0.000175,25.7742658,-80.1936589,
94,2013-07-01,startup,https://angel.co/mint-labs,boston,neuroscience,qmenta,understanding the brain from imaging to insight,3000000.0,11-50,seed,qmenta.com,image understanding,startup,python,11,68,44117.64705882353,3000.0,3.0,0.003,42.3602534,-71.0582912,
95,2011-04-01,startup,https://angel.co/symphony-2,palo alto,small and medium businesses,symphony,visual social media management,600000.0,1-10,seed,symphonytools.com,ai,startup,python,1,96,6250.0,600.0,0.6,0.0006,37.4455862,-122.1619289,
96,2013-07-01,startup,https://angel.co/wakie,mountain view,crowdsourcing,wakie inc.,anonymous voice conversation app,2000000.0,11-50,seed,wakie.com,ai,startup,python,11,68,29411.764705882353,2000.0,2.0,0.002,37.3893889,-122.0832101,
97,2012-09-01,startup,https://angel.co/technorides,dallas,saas,technorides,saas for supply management transportation,505000.0,1-10,seed,technorides.com,ai,startup,python,1,78,6474.358974358975,505.0,0.505,0.000505,32.7762719,-96.7968559,
98,2013-02-01,startup,https://angel.co/mist-io,san francisco,cloud management,mist.io,manage the clouds,200000.0,11-50,seed,mist.io,ai,startup,python,11,73,2739.72602739726,200.0,0.2,0.0002,37.7792808,-122.4192363,
99,2013-02-01,startup,https://angel.co/klinify,singapore,mobile health,klinify,digital medical assistant,605000.0,11-50,seed,klinify.com,ai,startup,python,11,73,8287.671232876712,605.0,0.605,0.000605,1.2904753,103.8520359,
100,2013-03-01,startup,https://angel.co/you-app,helsinki,b2b,fifth corner inc.,wellbeing and performance coaching for modern organizations,550000.0,1-10,seed,fifthcornerinc.com,ai,startup,python,1,72,7638.888888888889,550.0,0.55,0.00055,60.1674086,24.9425683,
101,2014-05-01,startup,https://angel.co/thirstie,buenos aires province,b2b,thirstie,a b2b e commerce platform for the liquor industry,4000000.0,11-50,seed,thirstie.com,ai,startup,python,11,58,68965.5172413793,4000.0,4.0,0.004,-12.9542189,-76.3497144,
102,2014-08-01,startup,https://angel.co/kudobuzz-1,accra,reviews and recommendations,kudobuzz,helping smbs ecommerce merchants increase their sales with smart marketing tools,90000.0,11-50,seed,kudobuzz.com,ai,startup,python,11,55,1636.3636363636363,90.0,0.09,9e-05,5.5600141,-0.2057437,
103,2015-02-01,startup,https://angel.co/hivemapper,burlingame,maps,hivemapper,build maps that see and reveal changes,2500000.0,11-50,seed,hivemapper.com,ai,startup,python,11,49,51020.4081632653,2500.0,2.5,0.0025,37.5841026,-122.3660825,
104,2015-05-01,startup,https://angel.co/aira,san diego,assisitive technology,aira,visual interpreter,4080000.0,11-50,seed,aira.io,ai,startup,python,11,46,88695.65217391304,4080.0,4.08,0.00408,32.7174209,-117.1627714,
105,2012-08-01,startup,https://angel.co/hovr-it,toronto,comparison shopping,hovr.it,its like shazam for shopping,280000.0,1-10,seed,hovr.it,ai,startup,python,1,79,3544.3037974683543,280.0,0.28,0.00028,43.653963,-79.387207,
106,2014-01-01,startup,https://angel.co/trampolinn,paris,social travel,trampolinn,innovative home exchange community,150000.0,1-10,seed,trampolinn.com,ai,startup,python,1,62,2419.3548387096776,150.0,0.15,0.00015,48.8566101,2.3514992,
107,2013-11-01,startup,https://angel.co/volt-1,,mobile,volt,inner city ridesharing app,,1-10,seed,thevoltapp.com,ai,startup,python,1,64,,,,,,,
108,2014-08-01,startup,https://angel.co/jetme,san francisco,mobile commerce,jetme,name your price for private jet flights,400000.0,11-50,seed,JETME.aero,ai,startup,python,11,55,7272.727272727273,400.0,0.4,0.0004,37.7792808,-122.4192363,
109,2015-06-01,startup,https://angel.co/propel-3,brooklyn,groceries,propel,modernizing americas safety net,4275000.0,11-50,seed,joinpropel.com,ai,startup,python,11,45,95000.0,4275.0,4.275,0.004275,40.6501038,-73.9495823,
110,2015-01-01,startup,https://angel.co/onblay,ogden,tourism,onblay,find and book adventures with local experts,34000.0,1-10,seed,onblay.com,ai,startup,python,1,50,680.0,34.0,0.034,3.4e-05,41.2230048,-111.9738429,
111,2015-02-01,startup,https://angel.co/igloohome,singapore,hospitality,igloohome,smart things for the hospitality industry,1250000.0,1-10,seed,igloohome.co,ai,startup,python,1,49,25510.20408163265,1250.0,1.25,0.00125,1.2904753,103.8520359,
112,2015-05-01,startup,https://angel.co/magicprice,tokyo,hotels,magicprice,pricing ai for hotels,200000.0,1-10,seed,sora.flights,ai,startup,python,1,46,4347.826086956522,200.0,0.2,0.0002,35.6828387,139.7594549,
113,2013-05-01,startup,https://angel.co/etrigg,zurich,location based services,etrigg.com,see whats happening,10000.0,1-10,seed,etrigg.com,ai,startup,python,1,70,142.85714285714286,10.0,0.01,1e-05,47.3769434,8.5414061,
114,2015-01-01,startup,https://angel.co/smartvel,buenos aires,travel & tourism,smartvel,digital content solutions for smart cities / tourism companies and connected cars,725000.0,11-50,seed,smartvel.com,ai,startup,python,11,50,14500.0,725.0,0.725,0.000725,-34.6075616,-58.437076,
115,2013-09-01,startup,https://angel.co/hacemeunregalo-com-1,buenos aires province,mobile advertising,hacemeunregalo.com,the universal gift wishlist,20000.0,1-10,seed,hacemeunregalo.com,ai,startup,python,1,66,303.030303030303,20.0,0.02,2e-05,-12.9542189,-76.3497144,
116,2013-03-01,startup,https://angel.co/threecandy,milan,3d,threecandy,like youtube for 3d models,6500.0,1-10,seed,threecandy.com,computer vision,startup,python,1,72,90.27777777777777,6.5,0.0065,6.5e-06,45.4667971,9.1904984,
