,joined,kind,link,location,market,name,pitch,raised,size,stage,website,query,type_,tech,min_size,lifetime,raised_month,k_raised,m_raised,b_raised,latitude,longitude,address
6201,2010-01-01,startup,https://angel.co/humanoid,san francisco,b2b,humanoid,labor in the cloud.,600000.0,1-10,seed,getHumanoid.com,artificial intelligence,,python,1,111,5405.405405405405,600.0,0.6,0.0006,37.7792808,-122.4192363,"SF, California, USA"
6202,2011-07-01,startup,https://angel.co/rise-art,london,,rise art,"contemporary art, hand picked by experts",500000.0,11-50,seed,riseart.com,artificial intelligence,,python,11,93,5376.344086021505,500.0,0.5,0.0005,51.5073219,-0.1276474,"London, Greater London, England, SW1A 2DU, UK"
6203,2012-01-01,startup,https://angel.co/incredible-labs,san francisco,artificial intelligence,incredible labs,"creators of donna, a mobile personal assistant that anticipates your needs.",,-,seed,incredible.io,artificial intelligence,,python,,86,,,,,37.7792808,-122.4192363,"SF, California, USA"
6204,2012-07-01,startup,https://angel.co/gumgum,santa monica,computer vision,gumgum,gumgum is an artificial intelligence company with expertise in computer vision.,36825000.0,51-200,seed,gumgum.com,artificial intelligence,,python,51,80,460312.5,36825.0,36.825,0.036825,34.0250724,-118.4965129,"Santa Monica, Los Angeles County, California, USA"
6205,2012-09-01,startup,https://angel.co/cloudera,palo alto,big data analytics,cloudera,,1176000000.0,1001-5000,seed,cloudera.com,artificial intelligence,,python,1001,78,15076923.076923076,1176000.0,1176.0,1.176,37.4455862,-122.1619289,"Palo Alto, Santa Clara County, California, USA"
6206,2014-10-01,startup,https://angel.co/flipora,sunnyvale,iphone,flipora,interest based content discovery,3900000.0,11-50,seed,flipora.com,artificial intelligence,,python,11,53,73584.90566037736,3900.0,3.9,0.0039,37.3688301,-122.0363496,"Sunnyvale, Santa Clara County, California, USA"
6207,2016-03-01,startup,https://angel.co/caspar-ai,redwood city,,caspar.ai,home automation as a service,,11-50,seed,caspar.ai,artificial intelligence,,python,11,36,,,,,37.4863239,-122.2325233,"Redwood City, San Mateo County, California, USA"
6208,2011-09-01,startup,https://angel.co/qloo,new york city,developer apis,qloo,qloo is the cultural ai,16800000.0,1-10,seed,Qloo.com,artificial intelligence,,python,1,91,184615.38461538462,16800.0,16.8,0.0168,40.7308619,-73.9871558,"NYC, New York, USA"
6209,2013-02-01,startup,https://angel.co/radiumone-1,san francisco,mobile advertising,radiumone,,89700000.0,201-500,seed,radiumone.com,artificial intelligence,,python,201,73,1228767.1232876712,89700.0,89.7,0.0897,37.7792808,-122.4192363,"SF, California, USA"
6210,2013-07-01,startup,https://angel.co/convergevp,boston,cloud computing,converge venture partners,early stage vc fund; capital and connections for tech entrepreneurs,,1-10,seed,convergevp.com,artificial intelligence,,python,1,68,,,,,42.3602534,-71.0582912,"Boston, Suffolk County, Massachusetts, USA"
6211,2012-02-01,startup,https://angel.co/narrative-science-1,chicago,big data analytics,narrative science,the leader in automated narrative generation for the enterprise.,33500000.0,51-200,seed,narrativescience.com,artificial intelligence,,python,51,85,394117.64705882355,33500.0,33.5,0.0335,41.8755616,-87.6244212,"Chicago, Cook County, Illinois, USA"
6212,2014-05-01,startup,https://angel.co/scaled-inference,palo alto,artificial intelligence,scaled inference,intelligent computing for all,13600000.0,11-50,seed,scaledinference.com,artificial intelligence,,python,11,58,234482.75862068965,13600.0,13.6,0.0136,37.4455862,-122.1619289,"Palo Alto, Santa Clara County, California, USA"
6213,2015-02-01,startup,https://angel.co/vinsight,san francisco,big data analytics,vinsight,forecasting for agriculture,1400000.0,1-10,seed,vinsight.co,artificial intelligence,,python,1,49,28571.428571428572,1400.0,1.4,0.0014,37.7792808,-122.4192363,"SF, California, USA"
6214,2015-06-01,startup,https://angel.co/atomwise,san francisco,pharmaceuticals,atomwise,ai for drug discovery,51000000.0,11-50,seed,atomwise.com,artificial intelligence,,python,11,45,1133333.3333333333,51000.0,51.0,0.051,37.7792808,-122.4192363,"SF, California, USA"
6215,2015-10-01,startup,https://angel.co/twizoo-1,london,twitter applications,twizoo,your source of non stop social ugc,2182000.0,1-10,seed,twizoo.com,artificial intelligence,,python,1,41,53219.51219512195,2182.0,2.182,0.002182,51.5073219,-0.1276474,"London, Greater London, England, SW1A 2DU, UK"
6216,2011-11-01,startup,https://angel.co/youappi,san francisco,mobile advertising,youappi,artificial intelligence meets big data,18100000.0,51-200,seed,youappi.com,artificial intelligence,,python,51,88,205681.81818181818,18100.0,18.1,0.0181,37.7792808,-122.4192363,"SF, California, USA"
6217,2014-10-01,startup,https://angel.co/visionnaire-ventures,san francisco,robotics,visionnaire ventures,,,1-10,seed,visionnaire.vc,artificial intelligence,,python,1,53,,,,,37.7792808,-122.4192363,"SF, California, USA"
6218,2016-04-01,startup,https://angel.co/aptonomy,san francisco,enterprise security,aptonomy,pioneering ai,,11-50,seed,aptonomy.com,artificial intelligence,,python,11,35,,,,,37.7792808,-122.4192363,"SF, California, USA"
6219,2015-04-01,startup,https://angel.co/golorry-1,san mateo,emerging,golorry,automating indias logistics network,,11-50,seed,golorry.com,artificial intelligence,,python,11,47,,,,,37.496904,-122.3330573,"San Mateo County, California, USA"
6220,2015-05-01,startup,https://angel.co/wadeandwendy,new york city,hr tech,wade &amp; wendy,conversational ai to make hiring more human,3975000.0,11-50,seed,wadeandwendy.ai,artificial intelligence,,python,11,46,86413.04347826086,3975.0,3.975,0.003975,40.7308619,-73.9871558,"NYC, New York, USA"
6221,2015-09-01,startup,https://angel.co/dose-nyc-3,new york city,big data,claire (yc w17),chatbot for testing consumer and retail products,,1-10,seed,meetclaire.co,artificial intelligence,,python,1,42,,,,,40.7308619,-73.9871558,"NYC, New York, USA"
6222,2016-02-01,startup,https://angel.co/osaro,san francisco,robotics,osaro,machine learning software for industrial robots,13300000.0,11-50,seed,osaro.com,artificial intelligence,,python,11,37,359459.45945945947,13300.0,13.3,0.0133,37.7792808,-122.4192363,"SF, California, USA"
6223,2017-05-01,startup,https://angel.co/smartalto,san francisco,artificial intelligence,smartalto,text messaging robot that helps real estate agents respond to leads.,,1-10,seed,SmartAlto.com,artificial intelligence,,python,1,22,,,,,37.7792808,-122.4192363,"SF, California, USA"
6224,2011-01-01,startup,https://angel.co/healthrally,san francisco,crowdfunding,healthrally,crowdfunding for personal health motivation,400000.0,-,seed,healthrally.com,artificial intelligence,,python,,99,4040.40404040404,400.0,0.4,0.0004,37.7792808,-122.4192363,"SF, California, USA"
6225,2011-09-01,startup,https://angel.co/maluuba,waterloo,speech recognition,maluuba,,11000000.0,11-50,seed,maluuba.com,artificial intelligence,,python,11,91,120879.12087912088,11000.0,11.0,0.011,43.466874,-80.524635,"Waterloo, Waterloo Region, Ontario, Canada"
6226,2011-12-01,startup,https://angel.co/krome-photos,palo alto,crowdsourcing,krome photos,photo app & crowdsource service for family & business image editing in hours,,11-50,seed,kromephotos.com,artificial intelligence,,python,11,87,,,,,37.4455862,-122.1619289,"Palo Alto, Santa Clara County, California, USA"
6227,2012-04-01,startup,https://angel.co/arterys,san francisco,deep learning,arterys,bringing intelligent imaging technology to clinical practice for improved patient care.,12000000.0,-,seed,arterys.com,artificial intelligence,,python,,83,144578.31325301205,12000.0,12.0,0.012,37.7792808,-122.4192363,"SF, California, USA"
6228,2012-09-01,startup,https://angel.co/crowdprocess,lisbon,paas,james,data science for a safer financial world,,11-50,seed,james.finance,artificial intelligence,,python,11,78,,,,,38.7077507,-9.1365919,"Lisboa, LSB, Lisboa, Grande Lisboa, Área Metropolitana de Lisboa, 1100-148, Portugal"
6229,2012-11-01,startup,https://angel.co/growth-intelligence,london,,growth intelligence,predictive go to market intelligence,3400000.0,11-50,seed,growthintelligence.com,artificial intelligence,,python,11,76,44736.84210526316,3400.0,3.4,0.0034,51.5073219,-0.1276474,"London, Greater London, England, SW1A 2DU, UK"
6230,2013-08-01,startup,https://angel.co/sensum,belfast,,sensum,understanding consumer emotions anytime anywhere,,11-50,seed,sensum.co,artificial intelligence,,python,11,67,,,,,54.5964411,-5.9302761,"Belfast, County Antrim, Northern Ireland, BT1 5GS, UK"
6231,2014-03-01,startup,https://angel.co/yodas,mountain view,artificial intelligence,yodas.com,were on a mission to empower individuals to reach their full potential,,1-10,seed,yodas.com,artificial intelligence,,python,1,60,,,,,37.3893889,-122.0832101,"Mountain View, Santa Clara County, California, USA"
6232,2015-03-01,startup,https://angel.co/weave-ai,london,consumer electronics,weave.ai,(techstars 15) changing the way people interact with their devices,,1-10,seed,weave.ai,artificial intelligence,,python,1,48,,,,,51.5073219,-0.1276474,"London, Greater London, England, SW1A 2DU, UK"
6233,2015-07-01,startup,https://angel.co/nexosis-1,columbus,developer apis,nexosis,machine learning for developers,660000.0,11-50,seed,nexosis.com,artificial intelligence,,python,11,44,15000.0,660.0,0.66,0.00066,39.9622601,-83.0007065,"Columbus, Franklin County, Ohio, USA"
6234,2018-12-01,startup,https://angel.co/thread-genius,new york city,deep learning,thread genius (acq. by sothebys),mapping the worlds visual taste,,11-50,seed,threadgenius.co,artificial intelligence,,python,11,2,,,,,40.7308619,-73.9871558,"NYC, New York, USA"
6235,2016-08-01,startup,https://angel.co/braiq,new york city,neuroscience,braiq,personalizing the ride experience in autonomous cars,120000.0,1-10,seed,braiq.ai,artificial intelligence,,python,1,31,3870.967741935484,120.0,0.12,0.00012,40.7308619,-73.9871558,"NYC, New York, USA"
6236,2013-06-01,startup,https://angel.co/kemvi,cambridge,artificial intelligence,kemvi,ai powered growth acceleration for modern sales and marketing teams.,,1-10,seed,kemvi.com,artificial intelligence,,python,1,69,,,,,52.2034823,0.1235817,"Cambridge, Cambridgeshire, East of England, England, UK"
6237,2015-07-01,startup,https://angel.co/firstai,new york city,technology,firstai,fixed income machine intelligence,3450000.0,11-50,seed,firstai.co,artificial intelligence,,python,11,44,78409.09090909091,3450.0,3.45,0.00345,40.7308619,-73.9871558,"NYC, New York, USA"
6238,2014-09-01,startup,https://angel.co/locateai,san francisco,commercial real estate,locate.ai,artificial intelligence for real estate,3000000.0,11-50,seed,locate.ai,artificial intelligence,,python,11,54,55555.555555555555,3000.0,3.0,0.003,37.7792808,-122.4192363,"SF, California, USA"
6239,2014-10-01,startup,https://angel.co/fingertips-lab,san francisco,wearables,fingertips lab,turns apps into radio stations,,1-10,seed,o6app.com,artificial intelligence,,python,1,53,,,,,37.7792808,-122.4192363,"SF, California, USA"
6240,2015-04-01,startup,https://angel.co/pluto-2,palo alto,deep learning,pluto ai,ai powered analytics platform for smart water management,2100000.0,,seed,plutoai.com,artificial intelligence,,python,0,47,44680.85106382979,2100.0,2.1,0.0021,37.4455862,-122.1619289,"Palo Alto, Santa Clara County, California, USA"
6241,2015-09-01,startup,https://angel.co/spatialai,cincinnati,geospatial,spatial [techstars mobility 16],the human layer of social intelligence,2100000.0,11-50,seed,spatial.ai,artificial intelligence,,python,11,42,50000.0,2100.0,2.1,0.0021,39.1014537,-84.5124602,"Cincinnati, Hamilton County, Ohio, USA"
6242,2016-02-01,startup,https://angel.co/stepsize,london,developer tools,stepsize,self maintaining documentation for agile teams,,1-10,seed,stepsize.com,artificial intelligence,,python,1,37,,,,,51.5073219,,"London, Greater London, England, SW1A 2DU, UK"
6243,2016-07-01,startup,https://angel.co/clarkeai,new york city,video conferencing,clarke.ai,ai technology that takes notes during your conversations,,1-10,seed,clarke.ai,artificial intelligence,,python,1,32,,,,,40.7308619,-73.9871558,"NYC, New York, USA"
6244,2017-06-01,startup,https://angel.co/realsynth,berlin,virtual worlds,realsynth,virtual worlds to safely train and develop intelligent agents as a service.,,1-10,seed,realsynth.de,artificial intelligence,,python,1,21,,,,,52.5170365,13.3888599,"Berlin, 10117, Deutschland"
6245,2014-05-01,startup,https://angel.co/vicarious-1,san francisco bay area,artificial intelligence,vicarious,build strong ai,52000000.0,11-50,seed,vicarious.com,artificial intelligence,,python,11,58,896551.724137931,52000.0,52.0,0.052,37.7884969,-122.3558473,"San Francisco Bay Area, SF, California, 94130, USA"
6246,2015-05-01,startup,https://angel.co/alice-technologies,menlo park,construction,alice technologies,artificial intelligence construction engineering,,11-50,seed,alicetechnologies.com,artificial intelligence,,python,11,46,,,,,37.4538274,,"Menlo Park, San Mateo County, California, USA"
6247,2015-10-01,startup,https://angel.co/socialcapitalio,san francisco,human resources,socialcapital,find anyones personality instantly! techstars2016,,,seed,socialcapital.io,artificial intelligence,,python,0,41,,,,,37.7792808,-122.4192363,"SF, California, USA"
6248,2015-11-01,startup,https://angel.co/stride-ai,atlanta,europe,stride.ai,ai for enterprise process automation,,11-50,seed,stride.ai,artificial intelligence,,python,11,40,,,,,33.7490987,-84.3901849,"Atlanta, Fulton County, Georgia, USA"
6249,2016-02-01,startup,https://angel.co/zoom-ai,toronto,intelligent assistants,zoom.ai,work better,,11-50,seed,zoom.ai,artificial intelligence,,python,11,37,,,,,43.653963,-79.387207,"Toronto, Ontario, M6K 1X9, Canada"
6250,2016-06-01,startup,https://angel.co/nexlp,chicago,saas,nexlp,next generation cognitive computing,,1-10,seed,nexlp.com,artificial intelligence,,python,1,33,,,,,41.8755616,-87.6244212,"Chicago, Cook County, Illinois, USA"
6251,2016-12-01,startup,https://angel.co/rasahq,berlin,open source,rasa,build great conversational ai in house,1100000.0,11-50,seed,rasa.com,artificial intelligence,,python,11,27,40740.74074074074,1100.0,1.1,0.0011,52.5170365,13.3888599,"Berlin, 10117, Deutschland"
6252,2017-06-01,startup,https://angel.co/iambot-1,burlingame,mobile commerce,iambot,comprehensive conversational commerce solution backed by state of the art ai,,1-10,seed,iambot.ai,artificial intelligence,,python,1,21,,,,,37.5841026,-122.3660825,"Burlingame, San Mateo County, California, USA"
6253,2012-01-01,startup,https://angel.co/c3,redwood city,big data,c3 iot,digital enterprise platform for ai & iot,162305824.0,201-500,seed,c3iot.com,artificial intelligence,,python,201,86,1887277.0232558139,162305.824,162.305824,0.162305824,,-122.2325233,"Redwood City, San Mateo County, California, USA"
6254,2012-10-01,startup,https://angel.co/senscio-systems,boston,predictive analytics,senscio systems,automated insights from data,3020000.0,-,seed,sensciosystems.com,artificial intelligence,,python,,77,39220.77922077922,3020.0,3.02,0.00302,42.3602534,-71.0582912,"Boston, Suffolk County, Massachusetts, USA"
6255,2013-02-01,startup,https://angel.co/preangel,san francisco,fin tech,preangel,preangel is a fund focus on angel and seed stage for tech startups in china and us.,,11-50,seed,pre-angel.com,artificial intelligence,,python,11,73,,,,,37.7792808,-122.4192363,"SF, California, USA"
6256,2013-06-01,startup,https://angel.co/sentisis,mexico city,social media monitoring,sentisis,social media analytics for the spanish speaking market,1759000.0,11-50,seed,sentisis.com,artificial intelligence,,python,11,69,25492.753623188404,1759.0,1.759,0.001759,19.4326009,-99.1333416,"Ciudad de México, Cuauhtémoc, CDMX, 06060, México"
6257,2014-01-01,startup,https://angel.co/vydia-1,holmdel,content discovery,vydia,video management platform,1865000.0,11-50,seed,vydia.com,artificial intelligence,,python,11,62,30080.645161290322,1865.0,1.865,0.001865,40.3451095,-74.1840322,"Holmdel, Monmouth County, New Jersey, 07722, USA"
6258,2014-04-01,startup,https://angel.co/ropazi,san francisco,mobile commerce,ropazi,shopping made personal for busy parents,,1-10,seed,ropazi.com,artificial intelligence,,python,1,59,,,,,37.7792808,-122.4192363,"SF, California, USA"
6259,2015-04-01,startup,https://angel.co/equitysim,vancouver,hr tech,equitysim,equitysim is using simulation technology to fundamentally change the recruiting industry.,,11-50,seed,equitysim.com,artificial intelligence,,python,11,47,,,,,49.2608724,-123.1139529,"Vancouver, Metro Vancouver, British Columbia, Canada"
6260,2015-06-01,startup,https://angel.co/orderlyhealth,denver,digital health,orderly health,"an automated personal assistant to navigate your healthcare, powered by ai.",220000.0,1-10,seed,orderlyhealth.com,artificial intelligence,,python,1,45,4888.888888888889,220.0,0.22,0.00022,39.7392364,-104.9848623,"Denver, Denver County, Colorado, USA"
6261,2015-08-01,startup,https://angel.co/bottr,san francisco,messaging,bottr.me,un chain yourself with smart cryptocurrency and chatbot powered messaging platform.,,1-10,seed,bottr.me,artificial intelligence,,python,1,43,,,,,37.7792808,-122.4192363,"SF, California, USA"
6262,2015-11-01,startup,https://angel.co/mycroft-a-i,kansas city,consumer electronics,mycroft ai,an open alternative to siri or amazon alexa.,370000.0,11-50,seed,mycroft.ai,artificial intelligence,,python,11,40,9250.0,370.0,0.37,0.00037,39.100105,-94.5781416,"Kansas City, Jackson County, Missouri, USA"
6263,2016-02-01,startup,https://angel.co/imagen-technologies,new york city,computer vision,imagen technologies,applying artificial intelligence to medical diagnostics,55000000.0,11-50,seed,imagen.ai,artificial intelligence,,python,11,37,1486486.4864864864,55000.0,55.0,0.055,40.7308619,-73.9871558,"NYC, New York, USA"
6264,2016-04-01,startup,https://angel.co/barac,london,cyber security,barac,real time cyber detection on encrypted traffic without decryption,,11-50,seed,barac.io,artificial intelligence,,python,11,35,,,,,51.5073219,-0.1276474,"London, Greater London, England, SW1A 2DU, UK"
6265,2016-05-01,startup,https://angel.co/pathover,sunnyvale,logistics,pathover,intelligent optimization and logistics for the last mile,,1-10,seed,pathover.com,artificial intelligence,,python,1,34,,,,,37.3688301,-122.0363496,"Sunnyvale, Santa Clara County, California, USA"
6266,2015-12-01,startup,https://angel.co/sri-international,menlo park,robotics,sri international,,,-,seed,sri.com,artificial intelligence,,python,,39,,,,,37.4538274,-122.1821871,"Menlo Park, San Mateo County, California, USA"
6267,2012-03-01,startup,https://angel.co/luminoso,san francisco,big data analytics,luminoso technologies,illuminating the unknown in your data,8000000.0,11-50,seed,luminoso.com,artificial intelligence,,python,11,84,95238.09523809524,8000.0,8.0,0.008,37.7792808,-122.4192363,"SF, California, USA"
6268,2012-10-01,startup,https://angel.co/lambda-labs,san francisco,hardware + software,lambda labs,gpu workstations and servers. computation as an accelerant for human progress.,,1-10,seed,lambdalabs.com,artificial intelligence,,python,1,77,,,,,37.7792808,-122.4192363,"SF, California, USA"
6269,2013-09-01,startup,https://angel.co/carepredict,fort lauderdale,predictive analytics,carepredict,the premier deep learning platform in eldercare,,11-50,seed,carepredict.com,artificial intelligence,,python,11,66,,,,,26.1223084,-80.1433786,"Fort Lauderdale, Broward County, Florida, USA"
6270,2013-11-01,startup,https://angel.co/cytora,london,insurance,cytora,powering the future of commercial insurance,,51-200,seed,cytora.com,artificial intelligence,,python,51,64,,,,,51.5073219,-0.1276474,"London, Greater London, England, SW1A 2DU, UK"
6271,2014-08-01,startup,https://angel.co/beeketing,san francisco,,beeketing,marketing automation for e commerce #500strong,350000.0,51-200,seed,beeketing.com,artificial intelligence,,python,51,55,6363.636363636364,350.0,0.35,0.00035,37.7792808,-122.4192363,"SF, California, USA"
6272,2015-11-01,startup,https://angel.co/foxtype,san francisco,deep learning,foxtype,a.i. for writing,,,seed,foxtype.com,artificial intelligence,,python,0,40,,,,,37.7792808,-122.4192363,"SF, California, USA"
6273,2016-06-01,startup,https://angel.co/fosun-kinzon-capital,palo alto,robotics,kinzon capital,cross boarder venture capital,,11-50,seed,,artificial intelligence,,python,11,33,,,,,37.4455862,-122.1619289,"Palo Alto, Santa Clara County, California, USA"
6274,2017-02-01,startup,https://angel.co/deepscale,mountain view,deep learning,deepscale,perception for autonomous vehicles,18000000.0,11-50,seed,deepscale.ai,artificial intelligence,,python,11,25,720000.0,18000.0,18.0,0.018,37.3893889,-122.0832101,"Mountain View, Santa Clara County, California, USA"
6275,2016-08-01,startup,https://angel.co/zoox,menlo park,robotics,zoox,create autonomous mobility | change the universe,290000000.0,201-500,seed,zoox.com,artificial intelligence,,python,201,31,9354838.709677419,290000.0,290.0,0.29,37.4538274,-122.1821871,"Menlo Park, San Mateo County, California, USA"
6276,2014-04-01,startup,https://angel.co/snaps-2,new york city,messaging,snaps,snaps enables 1:1 consumer marketing at scale,8250000.0,11-50,seed,snaps.io,artificial intelligence,,python,11,59,139830.50847457626,8250.0,8.25,0.00825,40.7308619,-73.9871558,"NYC, New York, USA"
6277,2015-10-01,startup,https://angel.co/codec,london,big data analytics,codec,artificial intelligence for content marketing,1500000.0,,seed,codeclondon.com,artificial intelligence,,python,0,41,36585.365853658535,1500.0,1.5,0.0015,51.5073219,-0.1276474,"London, Greater London, England, SW1A 2DU, UK"
6278,2016-03-01,startup,https://angel.co/d-e-syndicate,palo alto,messaging,di ann + elies,entrepreneurs and angel investors helping founders with big ideas and great execution,,1-10,seed,angel.co,artificial intelligence,,python,1,36,,,,,37.4455862,-122.1619289,"Palo Alto, Santa Clara County, California, USA"
6279,2015-12-01,startup,https://angel.co/comet-labs,san francisco,robotics,comet labs,intelligent machines accelerator fund,,-,seed,cometlabs.io,artificial intelligence,,python,,39,,,,,37.7792808,-122.4192363,"SF, California, USA"
6280,2016-04-01,startup,https://angel.co/maltemi-human-augmentation,san francisco,artificial intelligence,human augmentation,companies that make us superhuman,,,seed,maltemi.com,artificial intelligence,,python,0,35,,,,,37.7792808,-122.4192363,"SF, California, USA"
6281,2016-06-01,startup,https://angel.co/butterai,san francisco,knowledge management,butter.ai,"your team has qs, butter.ai has as.",3000000.0,1-10,seed,butter.ai,artificial intelligence,,python,1,33,90909.09090909091,3000.0,3.0,0.003,37.7792808,-122.4192363,"SF, California, USA"
6282,2016-05-01,startup,https://angel.co/flye-1,san francisco,social media,flye,ai marketing platform to understand your audiences and activate targeted campaigns,,1-10,seed,flye.co,artificial intelligence,,python,1,34,,,,,37.7792808,-122.4192363,"SF, California, USA"
6283,2016-06-01,startup,https://angel.co/ok-play,san francisco,predictive analytics,team machine,artificial intelligence to dramatically improve team performance and predict outcomes.,,1-10,seed,teammachine.ai,artificial intelligence,,python,1,33,,,,,37.7792808,-122.4192363,"SF, California, USA"
6284,2016-06-01,startup,https://angel.co/civica-digital,mexico,government innovation,civica digital,helping government services go digital,,11-50,seed,civica.digital,artificial intelligence,,python,11,33,,,,,19.4326009,,"Ciudad de México, Cuauhtémoc, CDMX, 06060, México"
6285,2016-07-01,startup,https://angel.co/popsa,london,personalization,popsa,machine learning for your memories,,11-50,seed,popsa.com,artificial intelligence,,python,11,32,,,,,51.5073219,-0.1276474,
6286,2014-09-01,startup,https://angel.co/451degrees,,,451 degrees,analyzing and monetizing online comments,,,seed,451degrees.com,artificial intelligence,,python,0,54,,,,,,,
6287,2013-12-01,startup,https://angel.co/gestoos,san francisco,advertising platforms,gestoos,computer vision platform that enables natural gesture control of digital devices,150000.0,11-50,seed,gestoos.com,artificial intelligence,,python,11,63,2380.9523809523807,150.0,0.15,0.00015,37.7792808,-122.4192363,"SF, California, USA"
6288,2013-01-01,startup,https://angel.co/vimoc-technologies,mountain view,big data analytics,vimoc technologies,powerful ai distributed edge computing platform,3000000.0,1-10,seed,vimoctechnologies.com,artificial intelligence,,python,1,74,40540.54054054054,3000.0,3.0,0.003,37.3893889,-122.0832101,
6289,2013-08-01,startup,https://angel.co/chicory,new york city,groceries,chicory,digital media and ecommerce technology for the grocery industry,,11-50,seed,chicory.co,artificial intelligence,,python,11,67,,,,,40.7308619,-73.9871558,"NYC, New York, USA"
6290,2014-06-01,startup,https://angel.co/anki-1,,,anki,,157500000.0,-,seed,-,artificial intelligence,,python,,57,2763157.8947368423,157500.0,157.5,0.1575,,,
6291,2014-11-01,startup,https://angel.co/kono,san francisco,saas,kono.ai,ai scheduling assistant for enterprises,980000.0,11-50,seed,kono.ai,artificial intelligence,,python,11,52,18846.153846153848,980.0,0.98,0.00098,37.7792808,-122.4192363,"SF, California, USA"
6292,2016-01-01,startup,https://angel.co/knowherehq,san francisco,artificial intelligence,knowhere,"an ai that makes sense of whats happening in the world and writes the news, on its own.",,1-10,seed,knowherenews.com,artificial intelligence,,python,1,38,,,,,37.7792808,-122.4192363,"SF, California, USA"
6293,2016-04-01,startup,https://angel.co/automat,montreal,messaging,automat,build better bots,,1-10,seed,automat.ai,artificial intelligence,,python,1,35,,,,,45.4972159,-73.6103642,"Montréal, Agglomération de Montréal, Montréal (06), Québec, Canada"
6294,2012-05-01,startup,https://angel.co/aylien,dublin,artificial intelligence,aylien,extracting reality from data,500000.0,1-10,seed,aylien.com,artificial intelligence,,python,1,82,6097.5609756097565,500.0,0.5,0.0005,53.3497645,-6.2602732,"Dublin, County Dublin, Leinster, Ireland"
6295,2013-03-01,startup,https://angel.co/singularity-university-startup-lab,mountain view,enterprise security,singularity university startup lab,leveraging exponential technologies for global impact,,51-200,seed,startup.singularityu.org,artificial intelligence,,python,51,72,,,,,37.3893889,-122.0832101,"Mountain View, Santa Clara County, California, USA"
6296,2015-08-01,startup,https://angel.co/kasisto,mountain view,finance technology,kasisto,leading conversational ai platform for the finance industry,28450000.0,51-200,seed,kasisto.com,artificial intelligence,,python,51,43,661627.9069767442,28450.0,28.45,0.02845,37.3893889,-122.0832101,"Mountain View, Santa Clara County, California, USA"
6297,2015-08-01,startup,https://angel.co/thegridai,san francisco,publishing,the grid,website creation powered by artificial intelligence.,7350000.0,,seed,thegrid.io,artificial intelligence,,python,0,43,170930.23255813954,7350.0,7.35,0.00735,37.7792808,-122.4192363,"SF, California, USA"
6298,2015-12-01,startup,https://angel.co/datmo,palo alto,application platforms,datmo,,,1-10,seed,datmo.io,artificial intelligence,,python,1,39,,,,,37.4455862,-122.1619289,"Palo Alto, Santa Clara County, California, USA"
6299,2014-08-01,startup,https://angel.co/luka-4,san francisco,restaurants,luka,a.i. that recommends and books places to eat in a chat interface (yc w15),,1-10,seed,luka.ai,artificial intelligence,,python,1,55,,,,,37.7792808,-122.4192363,"SF, California, USA"
6300,2014-10-01,startup,https://angel.co/mixgenius,montreal,audio,mixgenius,intelligent music production saas,4000000.0,11-50,seed,mixgenius.com,artificial intelligence,,python,11,53,75471.69811320755,4000.0,4.0,0.004,45.4972159,-73.6103642,"Montréal, Agglomération de Montréal, Montréal (06), Québec, Canada"
6301,2014-09-01,startup,https://angel.co/primo-advertising,new york city,content,postreach by primo,a.i. marketing platform: easily reach more fans on social media,,1-10,seed,postreach.useprimo.com,artificial intelligence,,python,1,54,,,,,40.7308619,-73.9871558,"NYC, New York, USA"
6302,2015-01-01,startup,https://angel.co/intros-at,london,events,grip,the first ai powered event networking solution,,11-50,seed,grip.events,artificial intelligence,,python,11,50,,,,,51.5073219,-0.1276474,"London, Greater London, England, SW1A 2DU, UK"
6303,2015-07-01,startup,https://angel.co/decormatters,san francisco,interior design,decormatters,decormatters develops home design making apps that connect people,1500000.0,11-50,seed,decormatters.com,artificial intelligence,,python,11,44,34090.90909090909,1500.0,1.5,0.0015,37.7792808,-122.4192363,"SF, California, USA"
6304,2015-11-01,startup,https://angel.co/dispatch-6,south san francisco,robotics,dispatch,making delivery smart,,1-10,seed,dispatch.ai,artificial intelligence,,python,1,40,,,,,37.6549493,-122.4081251,"South San Francisco, San Mateo County, California, USA"
6305,2016-11-01,startup,https://angel.co/cushion_ai,san francisco,personal finance,cushion,"your bank & credit card fees, refunded",,1-10,seed,cushion.ai,artificial intelligence,,python,1,28,,,,,37.7792808,-122.4192363,"SF, California, USA"
6306,2012-02-01,startup,https://angel.co/impact-martech,sydney,performance,impact,"martech platform ad fraud prevention, marketing intelligence, partner marketing",30000000.0,201-500,seed,impact.com,artificial intelligence,,python,201,85,352941.17647058825,30000.0,30.0,0.03,-33.8548157,151.2164539,"Sydney, NSW, Australia"
6307,2016-10-01,startup,https://angel.co/odyn,boston,supply chain management,odyn,optimize your in transit inventory with low cost pallet tracking + ai,1500000.0,1-10,seed,odyn.ai,artificial intelligence,,python,1,29,51724.137931034486,1500.0,1.5,0.0015,42.3602534,-71.0582912,"Boston, Suffolk County, Massachusetts, USA"
6308,2015-05-01,startup,https://angel.co/grit-labs,menlo park,robotics,grit labs,venture capital for robotics. changing the game with smart money at the seed stage,,,seed,gritlabs.io,artificial intelligence,,python,0,46,,,,,37.4538274,-122.1821871,"Menlo Park, San Mateo County, California, USA"
